"","State","Psychotherapy","Electroconvulsive","Substance Abuse","Emergency","Alzheimer's or Dementia","Eating Disorder","PTSD","Ownership"
"3159","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3160","IA","Yes","No","No","No","No","No","No","Public"
"3161","IA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3162","IA","No","No","No","No","No","No","No","Private Non-Profit"
"3163","IA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3164","IA","No","No","No","Yes","No","No","No","Public"
"3165","IA","No","No","No","No","No","Yes","Yes","Private Non-Profit"
"3166","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3167","IA","Yes","No","Yes","Yes","Yes","Yes","Yes","Private Non-Profit"
"3168","IA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3169","IA","No","No","No","No","No","No","No","Public"
"3170","IA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3171","IA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3172","IA","No","No","No","No","No","No","No","Private Non-Profit"
"3173","IA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3174","IA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3175","IA","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"3176","IA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3177","IA","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"3178","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3179","IA","No","No","Yes","No","No","No","No","Private For-Profit"
"3180","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3181","IA","Yes","No","No","Yes","No","No","Yes","Public"
"3182","IA","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"3183","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3184","IA","Yes","Yes","Yes","No","No","No","No","Private Non-Profit"
"3185","IA","Yes","No","No","No","Yes","No","Yes","Private Non-Profit"
"3186","IA","Yes","No","No","No","Yes","No","Yes","Private Non-Profit"
"3187","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3188","IA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3189","IA","No","No","Yes","No","No","No","No","Private Non-Profit"
"3190","IA","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3191","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3192","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3193","IA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3194","IA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3195","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3196","IA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3197","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3198","IA","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Public"
"3199","IA","Yes","No","No","No","No","Yes","Yes","Private Non-Profit"
"3200","IA","Yes","Yes","Yes","Yes","No","No","No","Public"
"3201","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3202","IA","Yes","No","No","No","No","Yes","Yes","Private Non-Profit"
"3203","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3204","IA","Yes","No","No","No","No","No","No","Private For-Profit"
"3205","IA","Yes","No","No","No","No","No","No","Private For-Profit"
"3206","IA","Yes","Yes","No","Yes","Yes","Yes","No","Private Non-Profit"
"3207","IA","No","No","No","No","No","No","No","Private Non-Profit"
"3208","IA","Yes","No","No","No","No","Yes","No","Private Non-Profit"
"3209","IA","No","No","No","No","No","No","No","Private Non-Profit"
"3210","IA","No","No","No","No","No","No","No","Private Non-Profit"
"3211","IA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3212","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3213","IA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3214","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3215","IA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3216","IA","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3217","IA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3218","IA","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3219","IA","Yes","No","No","No","No","No","No","Public"
"3220","IA","Yes","No","Yes","No","No","Yes","No","Private Non-Profit"
"3221","IA","Yes","No","No","No","No","No","No","Public"
"3222","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3223","IA","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"3224","IA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3225","IA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3226","IA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3227","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3228","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3229","IA","No","No","No","No","No","No","No","Private Non-Profit"
"3230","IA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3231","IA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3232","IA","Yes","No","No","No","No","No","No","Private For-Profit"
"3233","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3234","IA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3235","IA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3236","IA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3237","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3238","IA","Yes","No","Yes","Yes","No","No","No","Public"
"3239","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3240","IA","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"3241","IA","Yes","Yes","Yes","Yes","No","No","No","Private Non-Profit"
"3242","IA","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3243","IA","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3244","IA","Yes","Yes","Yes","Yes","No","No","No","Private Non-Profit"
"3245","IA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3246","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3247","IA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3248","IA","No","Yes","Yes","No","No","No","No","Private Non-Profit"
"3249","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3250","IA","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"3251","IA","Yes","No","No","Yes","No","No","No","Private For-Profit"
"3252","IA","No","No","No","No","No","Yes","Yes","Private Non-Profit"
"3253","IA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3254","IA","Yes","Yes","No","Yes","No","No","Yes","Private Non-Profit"
"3255","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3256","IA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3257","IA","Yes","No","Yes","Yes","No","No","No","Private For-Profit"
"3258","IA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3259","IA","Yes","No","No","No","No","No","Yes","Private For-Profit"
"3260","IA","No","No","No","No","No","No","No","Private Non-Profit"
"3261","IA","Yes","Yes","No","Yes","No","No","No","Private Non-Profit"
"3262","IA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3263","IA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3264","IA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3265","IA","Yes","No","Yes","Yes","Yes","Yes","Yes","Private Non-Profit"
"3266","IA","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"3267","IA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3268","IA","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"3269","IA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3270","IA","Yes","No","No","No","No","No","No","Public"
"3271","IA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3272","IA","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3273","IA","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"3274","IA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3275","IA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3276","IA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3277","IA","Yes","No","No","No","Yes","No","Yes","Private Non-Profit"
"3278","IA","Yes","No","No","Yes","Yes","Yes","Yes","Private Non-Profit"
"3279","IA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3280","IA","Yes","No","No","No","No","No","No","Private Non-Profit"
"3281","IA","Yes","No","Yes","Yes","No","No","Yes","Public"
"3282","ID","Yes","No","No","No","No","No","No","Private For-Profit"
"3283","ID","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3284","ID","Yes","No","No","No","No","No","Yes","Private For-Profit"
"3285","ID","Yes","No","Yes","No","No","No","No","Private For-Profit"
"3286","ID","Yes","No","No","No","No","No","No","Private For-Profit"
"3287","ID","Yes","No","No","Yes","No","No","No","Private For-Profit"
"3288","ID","Yes","Yes","Yes","Yes","No","No","Yes","Public"
"3289","ID","Yes","No","Yes","Yes","No","No","No","Public"
"3290","ID","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3291","ID","Yes","No","No","No","No","No","No","Private For-Profit"
"3292","ID","No","No","No","No","No","No","No","Private Non-Profit"
"3293","ID","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"3294","ID","Yes","No","No","Yes","No","No","No","Public"
"3295","ID","Yes","No","No","No","No","No","No","Private For-Profit"
"3296","ID","Yes","No","No","No","No","No","Yes","Public"
"3297","ID","Yes","No","Yes","Yes","No","Yes","Yes","Private For-Profit"
"3298","ID","Yes","No","No","No","No","No","Yes","Private For-Profit"
"3299","ID","Yes","No","No","No","No","No","No","Private For-Profit"
"3300","ID","Yes","No","No","No","No","No","No","Private Non-Profit"
"3301","ID","Yes","No","No","No","No","No","Yes","Private For-Profit"
"3302","ID","Yes","No","No","No","No","Yes","Yes","Private For-Profit"
"3303","ID","Yes","No","No","No","No","No","Yes","Private For-Profit"
"3304","ID","Yes","No","Yes","Yes","No","No","Yes","Private For-Profit"
"3305","ID","Yes","No","No","No","No","No","Yes","Private For-Profit"
"3306","ID","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"3307","ID","Yes","No","No","No","No","No","No","Private For-Profit"
"3308","ID","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3309","ID","Yes","No","Yes","No","No","No","No","Private For-Profit"
"3310","ID","No","No","No","Yes","No","No","Yes","Private For-Profit"
"3311","ID","Yes","No","No","Yes","No","No","No","Public"
"3312","ID","Yes","No","Yes","No","Yes","Yes","Yes","Public"
"3313","ID","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"3314","ID","Yes","No","No","No","No","Yes","Yes","Private For-Profit"
"3315","ID","Yes","No","No","No","No","No","Yes","Private For-Profit"
"3316","ID","Yes","No","Yes","No","Yes","Yes","Yes","Private For-Profit"
"3317","ID","Yes","No","No","No","Yes","Yes","Yes","Private For-Profit"
"3318","ID","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"3319","ID","Yes","No","No","No","No","No","Yes","Public"
"3320","ID","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"3321","ID","Yes","No","No","No","No","No","Yes","Public"
"3322","ID","Yes","No","No","No","No","No","No","Public"
"3323","ID","Yes","No","No","No","No","No","Yes","Private For-Profit"
"3324","ID","Yes","No","No","Yes","No","No","No","Private For-Profit"
"3325","ID","Yes","No","Yes","No","No","No","No","Private For-Profit"
"3326","ID","Yes","No","No","No","Yes","No","No","Private For-Profit"
"3327","ID","Yes","No","Yes","No","No","No","No","Private For-Profit"
"3328","ID","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3329","ID","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3330","ID","Yes","No","Yes","Yes","No","No","No","Public"
"3331","ID","Yes","No","Yes","No","No","No","No","Private For-Profit"
"3332","ID","Yes","No","No","No","No","No","No","Private For-Profit"
"3333","ID","Yes","No","No","No","No","No","Yes","Private For-Profit"
"3334","ID","Yes","No","Yes","No","No","Yes","Yes","Private For-Profit"
"3335","ID","Yes","No","No","No","Yes","Yes","Yes","Private For-Profit"
"3336","ID","Yes","No","No","No","No","No","No","Private For-Profit"
"3337","ID","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"3338","ID","Yes","No","No","No","No","Yes","Yes","Private Non-Profit"
"3339","ID","Yes","No","No","No","No","No","No","Private For-Profit"
"3340","ID","Yes","No","No","No","No","No","No","Public"
"3341","ID","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"3342","ID","Yes","No","Yes","Yes","No","No","Yes","Private For-Profit"
"3343","ID","Yes","No","Yes","No","No","Yes","Yes","Private For-Profit"
"3344","ID","Yes","No","Yes","No","No","No","No","Private For-Profit"
"3345","ID","Yes","Yes","No","No","No","No","No","Private For-Profit"
"3346","ID","Yes","No","No","No","No","No","No","Private For-Profit"
"3347","ID","Yes","No","No","No","No","No","Yes","Private For-Profit"
"3348","ID","Yes","No","Yes","Yes","No","No","No","Private For-Profit"
"3349","ID","Yes","No","Yes","Yes","No","Yes","Yes","Private For-Profit"
"3350","ID","Yes","No","Yes","Yes","No","Yes","Yes","Private For-Profit"
"3351","ID","Yes","No","No","No","Yes","Yes","Yes","Private For-Profit"
"3352","ID","Yes","No","No","No","No","No","No","Private For-Profit"
"3353","ID","Yes","No","No","No","No","No","No","Public"
"3354","ID","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"3355","ID","Yes","Yes","No","Yes","No","No","No","Private For-Profit"
"3356","ID","Yes","No","Yes","Yes","No","No","Yes","Public"
"3357","ID","Yes","No","Yes","Yes","No","No","Yes","Private For-Profit"
"3358","ID","Yes","No","Yes","Yes","No","No","No","Public"
"3359","ID","Yes","No","No","No","No","No","No","Private For-Profit"
"3360","ID","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"3361","ID","Yes","No","No","Yes","No","No","No","Private For-Profit"
"3362","ID","Yes","No","Yes","Yes","No","No","No","Public"
"3363","ID","Yes","No","Yes","Yes","Yes","Yes","Yes","Private For-Profit"
"3364","ID","Yes","No","Yes","No","No","No","No","Private For-Profit"
"3365","ID","Yes","No","No","Yes","No","No","Yes","Private For-Profit"
"3366","ID","Yes","No","No","No","No","No","No","Private For-Profit"
"3367","ID","Yes","No","No","No","No","Yes","Yes","Private For-Profit"
"3368","ID","Yes","No","Yes","Yes","No","No","No","Public"
"3369","ID","Yes","No","Yes","No","No","Yes","Yes","Private For-Profit"
"3370","ID","Yes","No","Yes","No","No","No","No","Private For-Profit"
"3371","ID","Yes","No","Yes","Yes","No","No","No","Private For-Profit"
"3372","ID","Yes","No","No","No","No","No","Yes","Private For-Profit"
"3373","ID","Yes","No","No","No","No","No","No","Public"
"3374","ID","Yes","No","Yes","No","No","No","No","Private For-Profit"
"3375","ID","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"3376","ID","Yes","No","No","No","No","No","No","Private For-Profit"
"3377","ID","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"3378","ID","Yes","No","No","No","No","No","No","Private For-Profit"
"3379","ID","Yes","No","No","No","No","No","No","Private For-Profit"
"3380","ID","Yes","No","No","Yes","No","No","No","Private For-Profit"
"3381","ID","Yes","No","Yes","Yes","No","Yes","No","Private For-Profit"
"3382","ID","Yes","No","No","Yes","No","No","No","Public"
"3383","ID","Yes","No","Yes","No","No","Yes","Yes","Private For-Profit"
"3384","ID","Yes","No","Yes","Yes","No","Yes","Yes","Private For-Profit"
"3385","ID","Yes","No","Yes","No","No","No","No","Private For-Profit"
"3386","ID","Yes","No","Yes","No","No","No","Yes","Public"
"3387","ID","Yes","No","Yes","Yes","No","No","No","Public"
"3388","ID","Yes","No","Yes","No","No","No","No","Private For-Profit"
"3389","ID","Yes","No","No","No","No","No","No","Private For-Profit"
"3390","ID","Yes","No","Yes","Yes","No","Yes","Yes","Private For-Profit"
"3391","ID","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"3392","ID","Yes","No","No","Yes","No","No","No","Public"
"3393","ID","Yes","No","Yes","No","No","No","No","Private For-Profit"
"3394","ID","Yes","No","Yes","Yes","No","No","Yes","Public"
"3395","ID","Yes","No","Yes","No","No","No","No","Private For-Profit"
"3396","ID","Yes","No","Yes","No","No","No","No","Private For-Profit"
"3397","ID","Yes","No","No","No","No","No","No","Public"
"3398","ID","Yes","No","Yes","No","No","No","No","Private For-Profit"
"3399","ID","Yes","No","Yes","No","No","No","No","Private For-Profit"
"3400","ID","Yes","No","Yes","No","No","No","No","Private For-Profit"
"3401","ID","Yes","No","No","Yes","No","No","No","Private For-Profit"
"3402","ID","Yes","No","No","No","No","Yes","Yes","Private Non-Profit"
"3403","ID","Yes","No","No","Yes","No","No","No","Public"
"3404","ID","Yes","No","No","No","No","No","No","Private For-Profit"
"3405","ID","Yes","No","No","No","No","No","No","Private For-Profit"
"3406","ID","Yes","No","No","No","No","No","Yes","Private For-Profit"
"3407","ID","Yes","No","No","Yes","No","No","No","Private For-Profit"
"3408","ID","Yes","No","No","No","No","No","No","Public"
"3409","ID","Yes","No","Yes","Yes","No","No","No","Public"
"3410","ID","Yes","No","No","No","No","No","No","Public"
"3411","ID","Yes","No","No","No","No","No","No","Private For-Profit"
"3412","ID","Yes","No","Yes","Yes","No","Yes","Yes","Private For-Profit"
"3413","ID","Yes","No","Yes","Yes","No","No","No","Private For-Profit"
"3414","ID","Yes","No","Yes","Yes","No","No","No","Public"
"3415","ID","Yes","No","No","No","No","No","No","Private For-Profit"
"3416","ID","Yes","No","Yes","Yes","No","No","Yes","Public"
"3417","ID","Yes","No","No","Yes","No","Yes","Yes","Private For-Profit"
"3418","ID","Yes","No","Yes","Yes","Yes","Yes","Yes","Private For-Profit"
"3419","ID","Yes","No","No","No","No","No","No","Private For-Profit"
"3420","ID","Yes","No","No","No","No","Yes","Yes","Private Non-Profit"
"3421","ID","Yes","No","Yes","No","Yes","Yes","Yes","Private Non-Profit"
"3422","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3423","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3424","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3425","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3426","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3427","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3428","IL","No","No","Yes","No","No","No","No","Private Non-Profit"
"3429","IL","Yes","No","Yes","No","No","No","No","Public"
"3430","IL","Yes","No","No","No","Yes","No","Yes","Private Non-Profit"
"3431","IL","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3432","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3433","IL","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"3434","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3435","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3436","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3437","IL","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3438","IL","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3439","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3440","IL","Yes","No","Yes","Yes","No","No","No","Private For-Profit"
"3441","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3442","IL","No","No","No","No","No","No","No","Private Non-Profit"
"3443","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3444","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3445","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3446","IL","Yes","No","Yes","Yes","No","No","Yes","Public"
"3447","IL","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"3448","IL","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3449","IL","Yes","No","Yes","Yes","Yes","Yes","Yes","Private For-Profit"
"3450","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3451","IL","Yes","No","No","No","No","Yes","No","Private For-Profit"
"3452","IL","Yes","No","Yes","No","No","Yes","Yes","Private For-Profit"
"3453","IL","Yes","No","Yes","No","No","No","No","Public"
"3454","IL","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3455","IL","Yes","No","Yes","No","No","Yes","Yes","Private Non-Profit"
"3456","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3457","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3458","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3459","IL","Yes","No","No","Yes","No","Yes","Yes","Private For-Profit"
"3460","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3461","IL","Yes","No","No","Yes","No","No","No","Private For-Profit"
"3462","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3463","IL","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"3464","IL","Yes","No","No","No","No","No","Yes","Public"
"3465","IL","No","Yes","Yes","Yes","No","No","No","Public"
"3466","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3467","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3468","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3469","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3470","IL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Private Non-Profit"
"3471","IL","Yes","No","No","Yes","No","No","No","Public"
"3472","IL","Yes","Yes","Yes","No","No","No","No","Private Non-Profit"
"3473","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3474","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3475","IL","Yes","No","No","No","No","No","No","Public"
"3476","IL","Yes","No","No","Yes","Yes","Yes","Yes","Private Non-Profit"
"3477","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3478","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3479","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3480","IL","Yes","No","No","Yes","Yes","No","No","Private For-Profit"
"3481","IL","Yes","No","Yes","No","No","No","No","Public"
"3482","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3483","IL","Yes","No","Yes","No","Yes","Yes","Yes","Private For-Profit"
"3484","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3485","IL","Yes","No","No","Yes","Yes","No","No","Private Non-Profit"
"3486","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3487","IL","Yes","No","Yes","No","No","Yes","Yes","Private For-Profit"
"3488","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3489","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3490","IL","Yes","Yes","Yes","Yes","Yes","No","No","Private Non-Profit"
"3491","IL","Yes","No","Yes","Yes","No","No","Yes","Public"
"3492","IL","Yes","No","No","Yes","No","No","No","Public"
"3493","IL","No","No","Yes","No","No","No","No","Private Non-Profit"
"3494","IL","Yes","No","Yes","Yes","Yes","No","No","Private Non-Profit"
"3495","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3496","IL","Yes","No","Yes","Yes","Yes","Yes","Yes","Private For-Profit"
"3497","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3498","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3499","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3500","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3501","IL","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"3502","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3503","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3504","IL","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3505","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3506","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3507","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3508","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3509","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3510","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3511","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3512","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3513","IL","Yes","No","No","No","No","No","Yes","Public"
"3514","IL","Yes","Yes","Yes","Yes","No","No","Yes","Private Non-Profit"
"3515","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3516","IL","No","No","No","No","No","No","No","Public"
"3517","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3518","IL","Yes","Yes","No","No","No","No","No","Private Non-Profit"
"3519","IL","Yes","No","No","Yes","No","Yes","Yes","Private Non-Profit"
"3520","IL","Yes","Yes","Yes","Yes","Yes","No","Yes","Private Non-Profit"
"3521","IL","Yes","Yes","Yes","No","Yes","Yes","Yes","Private Non-Profit"
"3522","IL","Yes","Yes","Yes","No","No","No","No","Private Non-Profit"
"3523","IL","Yes","Yes","Yes","Yes","Yes","No","Yes","Public"
"3524","IL","Yes","No","No","No","Yes","Yes","Yes","Public"
"3525","IL","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"3526","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3527","IL","No","No","Yes","No","No","No","No","Private Non-Profit"
"3528","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3529","IL","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"3530","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3531","IL","No","No","No","No","No","No","Yes","Private For-Profit"
"3532","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3533","IL","Yes","No","Yes","No","No","No","Yes","Public"
"3534","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3535","IL","Yes","No","No","No","No","No","Yes","Public"
"3536","IL","Yes","No","No","No","No","No","No","Private For-Profit"
"3537","IL","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3538","IL","No","No","No","No","No","No","No","Private Non-Profit"
"3539","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3540","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3541","IL","Yes","No","No","Yes","Yes","Yes","Yes","Private Non-Profit"
"3542","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3543","IL","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"3544","IL","Yes","No","Yes","Yes","No","Yes","Yes","Private For-Profit"
"3545","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3546","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3547","IL","No","No","No","No","No","No","No","Private Non-Profit"
"3548","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3549","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3550","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3551","IL","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3552","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3553","IL","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"3554","IL","Yes","No","No","Yes","No","No","Yes","Private Non-Profit"
"3555","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3556","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3557","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3558","IL","Yes","No","No","Yes","No","No","No","Public"
"3559","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3560","IL","No","No","Yes","Yes","No","No","No","Private For-Profit"
"3561","IL","Yes","No","Yes","Yes","Yes","Yes","Yes","Private For-Profit"
